校系.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取名額..含外加.,普通生錄取分數
3321,亞洲大學,保健營養生技學系(化妝品組),2,2,0,1,0,0,0,0,0,0,10,242
3322,亞洲大學,生物科技學系(應用技術組),2,1,0,0,0,0,0,0,1,2,17,281.3
3323,亞洲大學,生物科技學系(產業管理組),2,1,0,1.5,0,0,1.5,0,0,0,9,300.5
3324,亞洲大學,護理學系,2,2,1,0,0,0,0,0,1,2,16,420.8
3325,亞洲大學,資訊工程學系(資電應用組),2,1.75,0,2,0,0,0,0,0,0,9,276.45
3326,亞洲大學,資訊工程學系(數位內容組),2,0,0,1,2,2,0,0,0,0,7,398.2
3327,亞洲大學,資訊多媒體應用學系(多媒體應用組),2,0,0,1,2,2,0,0,0,0,10,385
3330,亞洲大學,資訊多媒體應用學系(多媒體管理組),2,0,0,1,2,2,0,0,0,0,8,383.6
3331,亞洲大學,光電與通訊學系(光電綠能組),2,1,0,2,0,0,0,0,0,0,7,237.6
3332,亞洲大學,光電與通訊學系(通訊網路組),2,1,0,2,0,0,0,0,0,0,6,236.9
3333,亞洲大學,資訊傳播學系(傳播科技組),2,1.75,0,2,0,0,0,0,0,0,13,263.7
3334,亞洲大學,資訊傳播學系(影視媒體組),2,1,0,0,2,2,0,0,0,0,13,387.3
3335,亞洲大學,生物與醫學資訊學系(生物資訊組),2,0,1,0,0,0,0,0,1,2,6,275.4
3336,亞洲大學,生物與醫學資訊學系(醫學資訊組),2,0,0,1,2,1,0,0,0,0,11,329.4
3337,亞洲大學,經營管理學系(企業創新管理組),2,0,0,0,1,2,2,0,0,0,14,428
3340,亞洲大學,經營管理學系(行銷管理組),2,0,0,0,2,1,2,0,0,0,7,442.4
3341,亞洲大學,國際企業學系(國際行銷組),1,1.5,0,1,2,2,0,0,0,0,16,394.05
3342,亞洲大學,國際企業學系(國際企業經營組),1,1.5,0,1,2,2,0,0,0,0,17,385.2
3343,亞洲大學,休閒與遊憩管理學系(餐旅事業管理組),2,1,0,1,2,0,2,0,0,0,13,454.7
3344,亞洲大學,休閒與遊憩管理學系(旅遊事業管理組),2,1,0,1,0,2,2,0,0,0,11,439.8
3345,亞洲大學,會計與資訊學系(財稅應用組),2,1,0,1,2,2,0,0,0,0,8,432.7
3346,亞洲大學,會計與資訊學系(管理應用組),2,1,0,2,0,0,0,0,0,0,4,249.6
3347,亞洲大學,財務金融學系(投資管理組),2,0,0,1,2,2,0,0,0,0,8,389
3350,亞洲大學,財務金融學系(金融管理組),2,0,0,1,2,2,0,0,0,0,12,393.4
3351,亞洲大學,財經法律學系(科技法律組),2,0,0,0,2,1,2,0,0,0,17,448.8
3352,亞洲大學,財經法律學系(財經法律組),2,0,0,0,2,1,2,0,0,0,10,458.6
3353,亞洲大學,外國語文學系(語文與專業應用組),2,2,0,0,1.75,0,0,0,0,0,21,296.05
3354,亞洲大學,外國語文學系(語文與商務溝通組),2,2,0,0,1.75,0,0,0,0,0,21,300.9
3355,亞洲大學,社會工作學系(甲組),2,0,0,1,2,1,2,0,0,0,7,490.4
3356,亞洲大學,社會工作學系(乙組),2,0,0,1,1,2,2,0,0,0,9,477.8
3357,亞洲大學,社會工作學系(丙組),2,1,0,0,2,1,2,0,0,0,9,468.2
3360,亞洲大學,心理學系(心理師研修組),2,1,0,1,2,0,2,0,0,0,4,473.7
3361,亞洲大學,心理學系(諮商與臨床心理組),2,1,0,1,2,0,2,0,0,0,8,471.5
3362,亞洲大學,心理學系(工商與社會心理組),2,1,0,0,2,0,2,0,0,0,8,432.2
3363,亞洲大學,幼兒教育學系(兒童文創組),2,1,0,0,2,0,2,0,0,0,11,411.6
3364,亞洲大學,幼兒教育學系(玩具設計組),2,1,0,0,2,1,0,0,0,0,11,319.3
3365,亞洲大學,數位媒體設計學系(數位動畫設計組),2,1,0,0,2,2,0,0,0,0,14,397
3366,亞洲大學,數位媒體設計學系(數位遊戲設計組),2,1,0,0,2,2,0,0,0,0,12,389.9
3367,亞洲大學,視覺傳達設計學系(企業形象設計組),2,1,0,0,2,2,0,0,0,0,11,390.1
3370,亞洲大學,視覺傳達設計學系(產業視覺設計組),2,1,0,0,2,2,0,0,0,0,14,391.4
3371,亞洲大學,創意商品設計學系(流行精品設計組),2,1,0,0,2,2,0,0,0,0,6,405
3372,亞洲大學,創意商品設計學系(創意商品設計組),2,1,0,0,2,2,0,0,0,0,4,416.4
3373,亞洲大學,時尚設計學系(時尚服裝設計組),2,1,0,0,2,2,0,0,0,0,5,404
3374,亞洲大學,時尚設計學系(時尚精品設計組),2,1,0,0,2,2,0,0,0,0,5,396.1
3375,亞洲大學,室內設計學系(商業空間組),2,1,0,0,2,2,0,0,0,0,5,430
3376,亞洲大學,室內設計學系(住宅空間組),2,1,0,0,2,2,0,0,0,0,3,470.8
3377,亞洲大學,創意設計學院不分系國際設計學士班,2,1,0,0,2,2,0,0,0,0,6,442.8
3400,國立宜蘭大學,外國語文學系,1.5,2,0,0,1,1,0,0,0,0,29,367.9
3401,國立宜蘭大學,應用經濟與管理學系,1,1,0,1,1,1,0,0,0,0,40,324.9
3402,國立宜蘭大學,休閒產業與健康促進學系,2,2,0,1.5,0,0,0,0,0,0,24,327.4
3403,國立宜蘭大學,土木工程學系,2,0,1,0,0,0,0,1,1,0,30,230.9
3404,國立宜蘭大學,機械與機電工程學系,1.5,1,2,0,0,0,0,2,1,0,30,338.75
3405,國立宜蘭大學,化學工程與材料工程學系,1,1,1.5,0,0,0,0,1.5,1.5,0,37,298.2
3406,國立宜蘭大學,環境工程學系,1.5,1.5,1.5,0,0,0,0,0,1,0,15,258.85
3407,國立宜蘭大學,生物機電工程學系,1,1,1,0,0,0,0,1,0,0,18,175.1
3410,國立宜蘭大學,食品科學系,1,2,1,0,0,0,0,0,2,2,24,424.5
3411,國立宜蘭大學,生物技術與動物科學系,1,1,1,0,0,0,0,0,1,2,28,319.2
3412,國立宜蘭大學,森林暨自然資源學系,1,1.5,1,0,0,0,0,0,1.5,1.5,24,300
3413,國立宜蘭大學,園藝學系,1,1,0,0,0,0,0,0,1,2,21,265
3414,國立宜蘭大學,電機工程學系,1,1,1,0,0,0,0,1,0,0,26,205.9
3415,國立宜蘭大學,電子工程學系,1.5,1,1,0,0,0,0,1.5,0,0,32,226.55
3416,國立宜蘭大學,資訊工程學系,1,1,1,0,0,0,0,1,0,0,18,202.4
3417,國立聯合大學,機械工程學系,2,1,2,0,0,0,0,2,1,0,55,337.3
3420,國立聯合大學,化學工程學系,1,1,2,0,0,0,0,1,2,0,38,297.5
3421,國立聯合大學,材料科學工程學系,1,1,2,0,0,0,0,2,2,0,21,358.2
3422,國立聯合大學,環境與安全衛生工程學系(甲組),1,0,2,0,0,0,0,0,2,0,14,226.7
3423,國立聯合大學,環境與安全衛生工程學系(乙組),1,0,2,0,0,0,0,0,0,2,14,239.4
3424,國立聯合大學,土木與防災工程學系,2,1,2,0,0,0,0,1.75,1,0,22,323.15
3425,國立聯合大學,建築學系,2,1.75,2,0,0,0,0,0,0,0,11,311.68
3426,國立聯合大學,工業設計學系,2,2,0,1.5,0,0,0,0,0,0,30,339
3427,國立聯合大學,能源工程學系,1,1,2,0,0,0,0,2,2,0,20,329.4
3430,國立聯合大學,電機工程學系,1,1.5,2,0,0,0,0,2,1,0,50,347.7
3431,國立聯合大學,電子工程學系 (甲組),1,1,1,0,0,0,0,1,0,0,18,177.2
3432,國立聯合大學,電子工程學系 (乙組),1,1,1,0,0,0,0,0,1,0,18,181.6
3433,國立聯合大學,光電工程學系,1.5,0,2,0,0,0,0,2,0,0,19,252.1
3434,國立聯合大學,資訊工程學系,1,2,2,0,0,0,0,1,0,0,23,280.3
3435,國立聯合大學,經營管理學系,1,2,0,2,0,0,0,0,0,0,32,297.9
3436,國立聯合大學,財務金融學系,1,1.5,0,1.5,0,1,0,0,0,0,27,311.45
3437,國立聯合大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,27,345.35
3440,國立聯合大學,台灣語文與傳播學系,2,2,0,0,2,1,0,0,0,0,19,415.2
3441,國立聯合大學,華語文學系,2,2,0,0,2,1,0,0,0,0,31,397.6
3442,國立聯合大學,文化觀光產業學系,1,2,0,1,1,2,0,0,0,0,25,414.9
3443,馬偕醫學院,醫學系,1,1,1,0,0,0,0,1,1,1,17,511.1
3444,馬偕醫學院,護理學系,1.5,1.5,1,0,0,0,0,1,1,1.5,21,439.5
3445,馬偕醫學院,聽力暨語言治療學系,1,1,1,0,0,0,0,1,1,1,18,400
3446,國立金門大學,應用英語學系,2,2,0,0,1.5,0,0,0,0,0,22,327.1
3447,國立金門大學,運動與休閒學系,2,1.75,0,0,1,0,1.5,0,0,0,23,358.45
3450,國立金門大學,企業管理學系,1.75,2,0,2,1,1,0,0,0,0,21,433.6
3451,國立金門大學,電子工程學系,1,1,2,0,0,0,0,2,1,0,19,261.7
3452,國立金門大學,食品科學系,1,1.5,0,0,0,0,0,0,2,2,17,306.05
3453,國立金門大學,土木與工程管理學系,1,1.75,2,0,0,0,0,2,0,0,21,251.1
3454,國立金門大學,觀光管理學系,2,2,0,1.5,1,1,0,0,0,0,17,420.2
3455,國立金門大學,資訊工程學系,1,1.25,1.25,0,0,0,0,1.25,0,0,18,198.93
3456,國立金門大學,建築學系,2,2,1.75,0,0,0,0,1,0,0,17,320.8
3457,國立金門大學,國際暨大陸事務學系,2,2,0,0,1,0,1.5,0,0,0,17,394.8
3460,國立金門大學,華語文學系,2,2,0,0,1.5,0,0,0,0,0,18,305.85
3461,國立金門大學,海洋與邊境管理學系,2,1.75,0,0,1,1,2,0,0,0,18,491.33
3462,國立金門大學,工業工程與管理學系,1.75,2,0,2,0,0,0,0,0,0,17,291.93
3463,國立金門大學,都市計畫與景觀學系,1.5,2,0,1.75,0,0,0,0,0,0,18,272.8
3464,國立金門大學,社會工作學系,2,2,0,1.5,0,0,0,0,0,0,16,295.8
3465,國立金門大學,長期照護學系,2,2,0,1.75,0,0,1,0,0,0,17,348.9
3466,國立金門大學,護理學系,1.5,1.5,1,0,0,0,0,1,1,1.5,17,364.55
