系組.代碼,校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,錄取人數..含外加.,普通生錄取分數
266,國立成功大學            ,法律學系,1,1,0,1,1,0,1,0,0,0,39,402.2
267,國立成功大學            ,心理學系,1,1.5,1.5,0,0,0,0,0,1,1,30,454.28
270,國立成功大學            ,電機工程學系,1,1,1,0,0,0,0,1,1,0,62,400.9
271,國立成功大學            ,資訊工程學系,1,1,1,0,0,0,0,1,1,0,48,395.9
272,國立成功大學            ,建築學系,1.25,1,1.25,0,0,0,0,1.25,1,0,24,438.98
273,國立成功大學            ,都市計劃學系(自然組),1.5,1.5,1.5,0,0,0,0,1,1,0,10,465.73
274,國立成功大學            ,都市計劃學系(社會組),1.5,1.5,0,1.5,1,1,0,0,0,0,11,520.38
275,國立成功大學            ,工業設計學系,1,1.5,1,0,0,0,0,1.5,1,0,25,433
276,國立成功大學            ,生命科學系,0,1.25,1,0,0,0,0,1,1.5,1.5,24,449.95
277,國立成功大學            ,生物科技與產業科學系,0,1.5,1,0,0,0,0,1,1.5,1.5,15,459.48
300,國立成功大學            ,全校不分系學士學位學程,1,1,1,0,0,0,0,1,1,0,4,395.35
301,東吳大學                ,中國文學系,2,1,0,0,1,0,0,0,0,0,93,278.8
302,東吳大學                ,歷史學系,2,1.5,0,0,2,0,0,0,0,0,11,400.3
303,東吳大學                ,哲學系,2,2,0,2,0,0,1,0,0,0,13,463.8
304,東吳大學                ,政治學系,1.5,1.5,0,1,0,0,1.5,0,0,0,31,408.28
305,東吳大學                ,社會學系,1.5,1.5,0,1,0,0,1.5,0,0,0,46,385.68
306,東吳大學                ,社會工作學系,1.5,1.5,0,1,0,0,1.5,0,0,0,39,376.23
311,東吳大學                ,英文學系,1.5,2,0,1,0,0,0,0,0,0,47,320.7
312,東吳大學                ,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,59,419.63
313,東吳大學                ,德國文化學系,1.5,2,0,1,0,0,0,0,0,0,17,324.9
314,東吳大學                ,數學系,1.5,1.5,2,0,0,0,0,0,0,0,13,273.13
315,東吳大學                ,物理學系,0,1,1.5,0,0,0,0,2,0,0,6,232
316,東吳大學                ,化學系,0,1,1.5,0,0,0,0,1.5,2,0,21,283
317,東吳大學                ,微生物學系應用微生物組,1,2,0,0,0,0,0,0,2,1.5,7,399.75
320,東吳大學                ,微生物學系生物科技組,1,2,0,0,0,0,0,0,1.5,2,7,401.1
321,東吳大學                ,心理學系,1,2,1.5,0,0,0,0,0,0,0,26,277.2
322,東吳大學                ,法律學系,1,1.5,0,1,1,0,1,0,0,0,70,427.8
323,東吳大學                ,經濟學系,1.5,2,0,2,0,0,0,0,0,0,70,402.7
324,東吳大學                ,會計學系,1,1.5,0,1.5,0,0,0,0,0,0,76,313.1
325,東吳大學                ,企業管理學系,1,1.5,0,1.5,0,0,0,0,0,0,74,290.23
326,東吳大學                ,國際經營與貿易學系,1,2,0,1.5,0,0,0,0,0,0,44,346.7
327,東吳大學                ,財務工程與精算數學系,1,1,0,2,0,0,0,0,0,0,59,307.3
330,東吳大學                ,資訊管理學系,1,1.5,0,2,0,0,0,0,0,0,28,328.78
331,東吳大學                ,巨量資料管理學院學位學程,1.5,1.5,0,2,0,0,0,0,0,0,39,369.9
332,國立政治大學            ,中國文學系,1.5,1.25,0,1,1,0,0,0,0,0,38,377.99
333,國立政治大學            ,歷史學系,1,1,0,1,1.5,1,0,0,0,0,27,437.4
334,國立政治大學            ,哲學系,1.25,1.25,0,1.25,1,0,1,0,0,0,16,461.58
335,國立政治大學            ,教育學系,1,2,0,1,0,0,0,0,0,0,26,331.9
336,國立政治大學            ,政治學系,1.5,1.5,0,1.25,0,0,1,0,0,0,21,435.93
337,國立政治大學            ,社會學系,1.5,1.5,0,1.5,0,0,1,0,0,0,20,457.28
340,國立政治大學            ,財政學系,1,1.5,0,1.5,0,0,0,0,0,0,39,344.75
341,國立政治大學            ,公共行政學系,1,1.5,0,1.25,0,0,1.25,0,0,0,21,416.6
342,國立政治大學            ,地政學系土地資源規劃組,1.5,1.5,0,1.5,1,1,0,0,0,0,26,524.3
343,國立政治大學            ,地政學系土地管理組,1.5,1.5,0,1.5,1,1,0,0,0,0,24,529.23
344,國立政治大學            ,地政學系土地測量與資訊組,1.25,1.5,2,0,0,0,0,1,1,0,32,460.25
345,國立政治大學            ,經濟學系,1,1.5,0,2,0,0,0,0,0,0,46,390.68
346,國立政治大學            ,民族學系,1,1,0,0,0,0,1.25,0,0,0,14,273.6
347,國立政治大學            ,外交學系,1.5,1.75,0,1.25,1,1,0,0,0,0,30,530.68
350,國立政治大學            ,國際經營與貿易學系,1.5,2,0,2,0,0,0,0,0,0,32,484.8
351,國立政治大學            ,金融學系,1,2,0,2,0,0,0,0,0,0,33,444.8
352,國立政治大學            ,會計學系,1.5,2,0,2,1,1,0,0,0,0,50,627
353,國立政治大學            ,統計學系社會組,1.5,1.5,0,2,1,1,0,0,0,0,16,587.1
354,國立政治大學            ,統計學系自然組,1.5,1.5,2,0,0,0,0,1,1,0,7,524.23
355,國立政治大學            ,企業管理學系,1,2,0,2,0,0,0,0,0,0,54,435.5
356,國立政治大學            ,資訊管理學系社會組,1,2,0,2,0,0,0,0,0,0,25,432.9
357,國立政治大學            ,資訊管理學系自然組,1,2,2,0,0,0,0,0,0,0,24,380.6
360,國立政治大學            ,財務管理學系,1,2,0,2,0,0,0,0,0,0,21,449.2
361,國立政治大學            ,風險管理與保險學系,1,1.5,0,1.5,0,0,0,0,0,0,25,346.6
362,國立政治大學            ,傳播學院不分系社會組,1.5,1.5,0,1,1,0,1,0,0,0,67,488.2
363,國立政治大學            ,傳播學院不分系自然組,1,1.5,1.5,0,0,0,0,0,0,0,6,303.9
364,國立政治大學            ,英國語文學系,1.5,2,0,1,1,1,0,0,0,0,38,526.3
365,國立政治大學            ,阿拉伯語文學系,1.5,1.5,0,1,1.25,1,0,0,0,0,21,494.93
366,國立政治大學            ,斯拉夫語文學系,1.5,1.5,0,1,1,1,0,0,0,0,33,477.53
367,國立政治大學            ,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,15,485.4
370,國立政治大學            ,韓國語文學系,1.5,1.5,0,1,1,1,0,0,0,0,12,484.05
371,國立政治大學            ,土耳其語文學系,2,2,0,1,1,1,0,0,0,0,14,557.1
372,國立政治大學            ,歐洲語文學系法文組,1.5,1.5,0,1,1,1,0,0,0,0,10,485.83
373,國立政治大學            ,歐洲語文學系德文組,1.5,1.5,0,1,1,1,0,0,0,0,8,489.48
374,國立政治大學            ,歐洲語文學系西班牙文組,1.5,1.5,0,1,1,1,0,0,0,0,7,488.75
375,國立政治大學            ,東南亞語言文化學士學位學程,1.5,1.5,0,1,1,1,0,0,0,0,15,478.23
376,國立政治大學            ,法律學系,1,2,0,1,1,0,1,0,0,0,52,504.2
377,國立政治大學            ,應用數學系,1,1,1.5,0,0,0,0,1,1,0,17,391.75
400,國立政治大學            ,心理學系,1,1.25,1,0,0,0,0,0,0,0,19,251.74
401,國立政治大學            ,資訊科學系,1,1.5,1.5,0,0,0,0,1,1,0,21,442.83
402,高雄醫學大學            ,醫學系(自費),0,1,1,0,0,0,0,1,1,1,36,426.45
403,高雄醫學大學            ,醫學系(公費),0,1,1,0,0,0,0,1,1,1,2,419.55
404,高雄醫學大學            ,運動醫學系,1,1.5,0,0,0,0,0,1,1.25,1.25,18,385.5
405,高雄醫學大學            ,呼吸治療學系,0,1,1,0,0,0,0,1,1,1,22,316.95
406,高雄醫學大學            ,牙醫學系,0,1,1,0,0,0,0,1,1,1,41,419.3
407,高雄醫學大學            ,口腔衛生學系,1.25,1.5,1,0,0,0,0,0,1,1.5,15,404.68
410,高雄醫學大學            ,藥學系,1,1,0,0,0,0,0,1,1.25,1.25,34,462.88
411,高雄醫學大學            ,香粧品學系,1,2,1,0,0,0,0,0,1.5,1.5,20,436.85
412,高雄醫學大學            ,護理學系,1.25,1.5,1,0,0,0,0,0,1,1.5,37,403.73
413,高雄醫學大學            ,醫學檢驗生物技術學系,1,1.25,1,0,0,0,0,0,1.25,1.25,24,417.18
414,高雄醫學大學            ,醫學影像暨放射科學系,0,1,1,0,0,0,0,1.25,1.25,1.25,10,381.8
415,高雄醫學大學            ,公共衛生學系,1,2,2,0,0,0,0,0,1,1.5,23,445.2
416,高雄醫學大學            ,職能治療學系,1.5,1.5,0,0,0,0,0,1,0,1.5,28,418.28
417,高雄醫學大學            ,物理治療學系,1,1.5,1.5,0,0,0,0,1,0,1.5,16,476.9
420,高雄醫學大學            ,醫務管理暨醫療資訊學系,1.5,2,2,0,0,0,0,1,0,1,11,445.2
421,高雄醫學大學            ,醫藥暨應用化學系醫藥化學組,0,1.5,1.5,0,0,0,0,0,1.5,1,14,359
422,高雄醫學大學            ,醫藥暨應用化學系應用化學組,0,1.5,1.5,0,0,0,0,1,1.5,0,11,341.7
423,高雄醫學大學            ,生物醫學暨環境生物學系,1,1.5,1,0,0,0,0,0,1.25,1.5,15,400.68
424,高雄醫學大學            ,生物科技學系,1,1.25,1,0,0,0,0,0,1.25,1.75,16,402.76
425,高雄醫學大學            ,心理學系,2,2,1.5,0,0,0,0,0,0,1,22,460.5
426,高雄醫學大學            ,醫學社會學與社會工作學系,2,2,1.75,0,0,0,0,0,0,1,22,405.8
427,中原大學                ,應用數學系,1.25,1.25,2,0,0,0,0,0,0,0,10,251.59
430,中原大學                ,物理學系物理組,0,1,1.5,0,0,0,0,2,0,0,9,235.1
431,中原大學                ,物理學系光電與材料科學組,0,1,1.5,0,0,0,0,2,0,0,8,232.45
432,中原大學                ,化學系化學組,0,1,1.5,0,0,0,0,1.5,2,0,7,340.75
433,中原大學                ,化學系材料化學組,0,1,1.5,0,0,0,0,1.5,2,0,7,330.7
434,中原大學                ,心理學系,1.5,2,2,0,0,0,0,0,0,0,20,323.7
435,中原大學                ,生物科技學系,0,1.75,0,0,0,0,0,0,2,2,19,324.05
436,中原大學                ,化學工程學系綠能製程組,1,1.5,1.5,0,0,0,0,1.5,1,0,9,362.53
437,中原大學                ,化學工程學系生化工程組,1,1.5,1.5,0,0,0,0,1.5,1,0,10,370.58
440,中原大學                ,化學工程學系材料工程組,1,1.5,1.5,0,0,0,0,1.5,1,0,10,382.98
441,中原大學                ,土木工程學系,2,1,1,0,0,0,0,2,0,0,23,347.15
442,中原大學                ,機械工程學系,2,1,2,0,0,0,0,2,1,0,13,470.7
443,中原大學                ,生物醫學工程學系,0,1,2,0,0,0,0,2,2,0,23,354.85
444,中原大學                ,環境工程學系,2,1.5,1,0,0,0,0,1,2,0,7,423.6
