"校系
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取名額
(含外加)","普通生
錄取分數"
0475,東海大學,應用物理學系光電組,1,1.25,1.5,0,0,0,0,1.75,1,0,0,15,253.45
0476,東海大學,化學系化學組,1,1.5,1.5,0,0,0,0,1,2,0,0,20,290.95
0477,東海大學,化學系化學生物組(A組),1,1.5,1.5,0,0,0,0,1,2,0,0,11,319.75
0500,東海大學,化學系化學生物組(B組),1,1.5,1,0,0,0,0,0,2,1.5,0,11,358.75
0501,東海大學,生命科學系生物醫學組,1.75,2,0,0,0,0,0,0,1,2,0,10,406.85
0502,東海大學,生命科學系生態暨生物多樣性組,1.75,2,0,0,0,0,0,0,0,2,0,22,323.03
0503,東海大學,應用數學系(A組),2,1.5,2,0,0,0,0,0,0,0,0,16,237.85
0504,東海大學,應用數學系(B組),2,1.5,0,2,0,0,0,0,0,0,0,16,306.75
0505,東海大學,化學工程與材料工程學系,1,1,2,0,0,0,0,1,2,0,0,60,284.20
0506,東海大學,工業工程與經營資訊學系(A組),2,2,2,0,0,0,0,1,0,0,0,16,314.00
0507,東海大學,工業工程與經營資訊學系(B組),2,2,0,1.75,0,0,0,0,0,0,0,16,326.00
0510,東海大學,環境科學與工程學系(自然A組),2,1.5,1,0,0,0,0,0,2,0,0,23,291.50
0511,東海大學,環境科學與工程學系(自然B組),2,1.5,1,0,0,0,0,0,0,2,0,23,309.10
0512,東海大學,資訊工程學系資電工程組,1.5,2,2,0,0,0,0,0,0,0,0,9,277.35
0513,東海大學,資訊工程學系數位創意組,2,2,0,1.5,0,0,0,0,0,0,0,8,336.40
0514,東海大學,資訊工程學系軟體工程組,1.5,2,2,0,0,0,0,0,0,0,0,9,281.95
0515,東海大學,電機工程學系IC設計與無線通訊組,1,1,2,0,0,0,0,1.5,1,0,0,15,309.50
0516,東海大學,電機工程學系奈米電子與能源技術組,1,1,2,0,0,0,0,1,1.5,0,0,13,306.50
0517,東海大學,企業管理學系(行銷與數位經營組),2,2,0,1.5,0,0,0,0,0,0,0,35,327.60
0520,東海大學,企業管理學系(綠色與永續發展組),2,1.75,0,1.75,0,0,0,0,0,0,0,26,318.80
0521,東海大學,企業管理學系(創業與組織領導組),1.75,2,0,2,1,1,0,0,0,0,0,33,463.15
0522,東海大學,國際經營與貿易學系,1.75,2,0,2,0,0,0,0,0,0,0,120,354.13
0523,東海大學,會計學系,1.75,2,0,2,1,1,0,0,0,0,0,53,513.23
0524,東海大學,財務金融學系,1.75,2,0,2,0,0,0,0,0,0,0,77,379.03
0525,東海大學,統計學系(自然組),1,1,2,0,0,0,0,0,0,0,0,14,180.30
0526,東海大學,統計學系(社會組),1,1,0,2,0,0,0,0,0,0,0,16,242.60
0527,東海大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,0,21,337.83
0530,東海大學,經濟學系一般經濟組,1.5,2,0,2,1,1,0,0,0,0,0,71,442.45
0531,東海大學,經濟學系產業經濟組,1.5,2,0,2,1,1,0,0,0,0,0,42,434.45
0532,東海大學,政治學系政治理論組,2,2,0,0,0,0,1.75,0,0,0,0,20,356.20
0533,東海大學,政治學系國際關係組,2,2,0,0,0,0,1.75,0,0,0,0,23,370.20
0534,東海大學,行政管理暨政策學系,2,2,0,0,0,0,1.5,0,0,0,0,22,358.60
0535,東海大學,社會學系,2,1.5,0,1,0,0,1.5,0,0,0,0,73,346.25
0536,東海大學,社會工作學系,2,2,0,0,0,0,1.75,0,0,0,0,48,365.50
0537,東海大學,畜產與生物科技學系(A組),1,1,0,0,0,0,0,0,0,2,0,15,243.30
0540,東海大學,畜產與生物科技學系(B組),1,1,0,0,0,0,0,0,2,0,0,7,216.50
0541,東海大學,畜產與生物科技學系(C組),1,1,0,2,0,0,0,0,0,0,0,9,252.20
0542,東海大學,食品科學系(A組),1,2,1,0,0,0,0,0,2,2,0,20,443.70
0543,東海大學,食品科學系(B組),1,2,0,1,0,0,0,0,2,2,0,17,431.60
0544,東海大學,餐旅管理學系,2,2,0,1.5,1,1,0,0,0,0,0,17,487.20
0545,東海大學,美術學系,2,1,0,0,1,1,0,0,0,0,2,12,410.40
0546,東海大學,音樂學系-鋼琴,1,1,0,0,0,0,0,0,0,0,2,3,245.58
0547,東海大學,音樂學系-聲樂,1,1,0,0,0,0,0,0,0,0,2,1,229.86
0550,東海大學,音樂學系-弦樂.銅管.木管.擊樂,1,1,0,0,0,0,0,0,0,0,2,9,233.00
0551,東海大學,建築學系,1.5,2,1.75,0,0,0,0,1,1,0,0,22,490.25
0552,東海大學,工業設計學系,2,2,1.75,0,0,0,0,1,0,0,0,20,393.90
0553,東海大學,景觀學系(社會組),2,2,0,1,0,0,0,0,0,0,0,11,329.00
0554,東海大學,景觀學系(自然A組),2,2,1,0,0,0,0,0,0,0,0,5,307.20
0555,東海大學,景觀學系(自然B組),2,2,0,0,0,0,0,0,0,1.5,0,5,349.10
0556,東海大學,法律學系,1.5,1.5,0,1,1,0,1,0,0,0,0,69,424.80
0557,東海大學,國際經營管理學位學程(英語專班),1.25,2,0,1,0,0,0,0,0,0,0,11,293.03
0560,國立清華大學,中國文學系,1.5,1.25,0,1,1,1,0,0,0,0,0,22,451.25
0561,國立清華大學,外國語文學系,1,2,0,1,1,1,0,0,0,0,0,31,488.80
0562,國立清華大學,人文社會學院學士班,1.5,1.5,0,1,1,1,1,0,0,0,0,42,557.30
0563,國立清華大學,經濟學系第1組,1,2,0,2,1,1,0,0,0,0,0,36,584.80
0564,國立清華大學,經濟學系第2組,1,2,0,2,0,0,0,0,0,0,0,36,430.20
0565,國立清華大學,科技管理學院學士班,1.5,2,1.5,0,0,0,0,1,1,0,0,15,524.00
0566,國立清華大學,計量財務金融學系甲組,1,1.5,1.5,0,0,0,0,0,0,0,0,13,308.65
0567,國立清華大學,計量財務金融學系乙組,1,1.5,0,1.5,0,0,0,0,0,0,0,13,343.20
0570,國立清華大學,數學系數學組,1,1.25,1.5,0,0,0,0,1.5,1,0,0,13,460.05
0571,國立清華大學,數學系應用數學組,1,1.25,1.5,0,0,0,0,1.5,1,0,0,9,461.68
0572,國立清華大學,物理學系物理組,1,1,1,0,0,0,0,1,1,0,0,25,381.60
0573,國立清華大學,物理學系光電物理組,1,1,1,0,0,0,0,1,1,0,0,11,392.30
0574,國立清華大學,化學系,1,1,1,0,0,0,0,1,1,0,0,31,377.30
0575,國立清華大學,理學院學士班,1,1,1,0,0,0,0,1,1,0,0,11,380.60
0576,國立清華大學,生醫工程與環境科學系,1,1,1,0,0,0,0,1,1,0,0,17,369.50
0577,國立清華大學,工程與系統科學系甲組,1,1,1,0,0,0,0,1,1,0,0,9,376.70
0600,國立清華大學,工程與系統科學系乙組,1,1,1,0,0,0,0,1,1,0,0,33,370.60
0601,國立清華大學,原子科學院學士班,1,1,1,0,0,0,0,1,1,0,0,7,373.90
0602,國立清華大學,化學工程學系,1,1,1,0,0,0,0,1,1,0,0,25,389.70
0603,國立清華大學,動力機械工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,4,397.50
0604,國立清華大學,動力機械工程學系乙組,1,1,1,0,0,0,0,1,1,0,0,13,387.50
0605,國立清華大學,材料科學工程學系,1,1,1,0,0,0,0,1,1,0,0,15,396.50
0606,國立清華大學,工業工程與工程管理學系,1,1.5,1.5,0,0,0,0,1,1,0,0,19,444.05
0607,國立清華大學,工學院學士班,1,1,1,0,0,0,0,1,1,0,0,8,394.00
0610,國立清華大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,4,410.40
0611,國立清華大學,電機工程學系乙組,1,1.5,1.5,0,0,0,0,1.5,1,0,0,17,524.85
0612,國立清華大學,資訊工程學系甲組(電子資訊組),1,1,1,0,0,0,0,1,1,0,0,5,395.00
0613,國立清華大學,資訊工程學系乙組(資訊工程組),1,1,1,0,0,0,0,1,1,0,0,47,378.40
0614,國立清華大學,電機資訊學院學士班,1,1,1,0,0,0,0,1,1,0,0,13,395.90
0615,國立清華大學,生命科學系,1,1.25,1,0,0,0,0,1,1.25,1.25,0,23,504.98
0616,國立清華大學,醫學科學系,1,1.25,1,0,0,0,0,1,1.25,1,0,11,494.85
0617,國立清華大學,生命科學院學士班,1,1,1,0,0,0,0,1,1,1,0,12,449.80
0620,中國醫藥大學,牙醫學系,1,1,1,0,0,0,0,1,1,1,0,21,498.80
0621,中國醫藥大學,醫學系,1,1,1,0,0,0,0,1,1,1,0,48,506.30
0622,中國醫藥大學,中醫學系甲組,1,1,1.5,0,0,0,0,1,1,1,0,19,541.90
0623,中國醫藥大學,中醫學系乙組,1,1,1.5,0,0,0,0,1,1,1,0,18,537.30
0624,中國醫藥大學,藥學系,1,1.25,1,0,0,0,0,1,1.5,1,0,104,534.45
0625,中國醫藥大學,公共衛生學系,2,1,1.5,0,0,0,0,0,1,2,0,17,461.50
0626,中國醫藥大學,護理學系,1,2,1,0,0,0,0,0,1.5,1.5,0,28,453.05
0627,中國醫藥大學,醫學檢驗生物技術學系,1,1.75,0,0,0,0,0,1,1.5,1.75,0,33,519.23
0630,中國醫藥大學,營養學系,1,2,1,0,0,0,0,0,2,2,0,25,554.20
0631,中國醫藥大學,物理治療學系,1,2,1,0,0,0,0,1,1,1.25,0,20,511.45
0632,中國醫藥大學,生物科技學系,1,1.25,1,0,0,0,0,0,1.25,1.5,0,16,387.30
0633,中國醫藥大學,運動醫學系,0,2,1,0,0,0,0,1.25,1,1.5,0,16,401.48
0634,中國醫藥大學,中國藥學暨中藥資源學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,24,454.65
0635,中國醫藥大學,醫務管理學系,1.75,2,2,0,0,0,0,0,0,0,0,13,345.98
0636,中國醫藥大學,職業安全與衛生學系,2,1,1.5,0,0,0,0,0,2,1,0,14,414.20
0637,中國醫藥大學,藥用化妝品學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,34,416.15
0640,中國醫藥大學,健康風險管理學系,1,1.5,1.5,0,0,0,0,0,1.5,1,0,4,376.40
0641,中國醫藥大學,生物醫學影像暨放射科學學系,1,0,2,0,0,0,0,1.5,1,2,0,12,495.85
0642,中國醫藥大學,口腔衛生學系,1,1.5,1,0,0,0,0,0,1,1.25,0,14,340.85
0643,國立交通大學,電機資訊學士班,1,1,1,0,0,0,0,1,1,0,0,17,398.20
0644,國立交通大學,奈米科學及工程學士學位學程,1,1,1,0,0,0,0,1,1,0,0,11,379.70
0645,國立交通大學,電子工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,4,405.30
0646,國立交通大學,電子工程學系乙組,1,1,1,0,0,0,0,1,1,0,0,12,398.20
0647,國立交通大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,4,411.30
0650,國立交通大學,電機工程學系乙組,1,1,1.5,0,0,0,0,1.5,1,0,0,13,477.10
0651,國立交通大學,光電工程學系,1,1,1.5,0,0,0,0,1,1,0,0,11,424.30
0652,國立交通大學,資訊工程學系資電工程組,1,1,1,0,0,0,0,1,1,0,0,17,391.20
0653,國立交通大學,資訊工程學系資訊工程組,1,1,1,0,0,0,0,1,1,0,0,27,384.30
0654,國立交通大學,資訊工程學系網路與多媒體工程組,1,1,1,0,0,0,0,1,1,0,0,13,381.40
0655,國立交通大學,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,0,39,380.00
0656,國立交通大學,機械工程學系,1,1,1,0,0,0,0,1,1,0,0,36,372.00
0657,國立交通大學,土木工程學系,1,1,1,0,0,0,0,1,1,0,0,37,361.00
0660,國立交通大學,理學院科學學士學位學程甲組,1,1,1,0,0,0,0,1,1,0,0,4,378.00
0661,國立交通大學,電子物理學系光電與奈米科學組,1,1,1,0,0,0,0,1,1,0,0,8,383.90
0662,國立交通大學,電子物理學系電子物理組,1,1,1,0,0,0,0,1,1,0,0,18,378.40
0663,國立交通大學,應用化學系,1,1,1,0,0,0,0,1,1,0,0,27,369.70
0664,國立交通大學,應用數學系,1,1,1.5,0,0,0,0,1,1,0,0,24,396.20
0665,國立交通大學,生物科技學系,0,1.25,1,0,0,0,0,1,1.5,1.5,0,30,474.83
0666,國立交通大學,資訊管理與財務金融學系資訊管理組,1,2,2,0,0,0,0,0,0,0,0,9,389.40
0667,國立交通大學,資訊管理與財務金融學系財務金融組,1,2,0,2,0,0,0,0,0,0,0,8,439.80
0670,國立交通大學,管理科學系,1,2,0,2,0,0,0,0,0,0,0,24,430.60
0671,國立交通大學,運輸與物流管理學系,1,1.5,1.5,0,0,0,0,1,0,0,0,21,358.90
0672,國立交通大學,工業工程與管理學系,1,1.5,1.5,0,0,0,0,1,1,0,0,26,436.10
0673,國立交通大學,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,0,28,519.40
0674,國立交通大學,傳播與科技學系,1.5,1.5,0,1,1,1,0,0,0,0,0,16,478.35
0675,國立交通大學,人文社會學系,1,1,0,1,1,0,1,0,0,0,0,26,403.70
0676,淡江大學,中國文學學系,1.5,1,0,0,1,0,0,0,0,0,0,73,209.40
0677,淡江大學,歷史學系,1.5,1,0,0,1.5,0,0,0,0,0,0,74,242.85
0700,淡江大學,資訊與圖書館學系,1.5,2,0,1.5,1,0,0,0,0,0,0,57,339.50
0701,淡江大學,大眾傳播學系,1.5,1.5,0,0,1,1,1,0,0,0,0,34,408.95
0702,淡江大學,資訊傳播學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,27,417.30
0703,淡江大學,教育科技學系,2,2,0,1.5,0,0,0,0,0,0,0,53,302.20
0704,淡江大學,英文學系,1,2,0,0,1,1,0,0,0,0,0,108,341.90
0705,淡江大學,法國語文學系,2,2,0,0,1,1,0,0,0,0,0,95,379.20
0706,淡江大學,德國語文學系,1.5,2,0,0,1,1,0,0,0,0,0,35,367.40
0707,淡江大學,西班牙語文學系,1,2,0,0,1,1,0,0,0,0,0,80,322.00
0710,淡江大學,日本語文學系,1.5,1.5,0,1,1.5,1,0,0,0,0,0,98,414.50
0711,淡江大學,俄國語文學系,2,2,0,0,1,0,0,0,0,0,0,37,308.00
0712,淡江大學,財務金融學系,1.5,2,0,2,0,0,0,0,0,0,0,61,399.10
0713,淡江大學,產業經濟學系,1.5,2,0,2,0,0,0,0,0,0,0,60,360.90
0714,淡江大學,國際企業學系,1.5,2,0,2,0,0,0,0,0,0,0,54,390.75
0715,淡江大學,保險學系,1.5,2,0,2,0,0,0,0,0,0,0,64,321.75
0716,淡江大學,經濟學系,1.5,2,0,2,0,0,0,0,0,0,0,95,368.70
0717,淡江大學,會計學系,1.5,2,0,2,0,0,0,0,0,0,0,60,387.30
0720,淡江大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,0,75,374.55
0721,淡江大學,統計學系,1.5,2,0,2,0,0,0,0,0,0,0,110,327.05
0722,淡江大學,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,0,123,332.55
0723,淡江大學,運輸管理學系,1.5,2,0,2,0,0,0,0,0,0,0,63,337.20
0724,淡江大學,公共行政學系,1.5,2,0,0,1,0,1,0,0,0,0,87,347.95
0725,淡江大學,管理科學學系,1.5,2,2,0,0,0,0,0,0,0,0,38,246.70
0726,淡江大學,理學院,1,1,2,0,0,0,0,1.5,1.5,0,0,60,250.30
0727,淡江大學,數學學系數學組,1.5,1,2,0,0,0,0,2,0,0,0,30,237.10
0730,淡江大學,數學學系資料科學與數理統計組,1.5,1,2,0,0,0,0,2,0,0,0,38,235.35
0731,淡江大學,化學學系化學與生物化學組,1,1,2,0,0,0,0,2,2,0,0,25,358.60
0732,淡江大學,化學學系材料化學組,1,1,2,0,0,0,0,2,2,0,0,34,400.30
0733,淡江大學,物理學系光電物理組,1,1,1.5,0,0,0,0,1.5,1,0,0,27,243.80
0734,淡江大學,物理學系應用物理組,1,1,1.5,0,0,0,0,1.5,1,0,0,31,221.70
0735,淡江大學,建築學系,1.5,2,1.5,0,0,0,0,1,1,0,0,25,429.30
0736,淡江大學,土木工程學系工程設施組,1,2,2,0,0,0,0,2,1,0,0,62,291.70
0737,淡江大學,土木工程學系營建企業組,1,2,2,0,0,0,0,2,1,0,0,39,303.50
0740,淡江大學,資訊工程學系,2,2,2,0,0,0,0,1,1,0,0,83,381.60
0741,淡江大學,機械與機電工程學系光機電整合組,1.5,1,2,0,0,0,0,2,1,0,0,32,340.55
0742,淡江大學,機械與機電工程學系精密機械組,1.5,1,2,0,0,0,0,2,1,0,0,33,329.50
0743,淡江大學,電機工程學系電子資訊組,1.5,1,2,0,0,0,0,2,1,0,0,20,393.20
0744,淡江大學,電機工程學系電子通訊組,1.5,1,2,0,0,0,0,2,1,0,0,23,383.45
0745,淡江大學,電機工程學系電機與系統組,1.5,1,2,0,0,0,0,2,1,0,0,24,408.55
0746,淡江大學,化學工程與材料工程學系,2,1,2,0,0,0,0,1,2,0,0,110,328.70
0747,淡江大學,航空太空工程學系,1,2,2,0,0,0,0,2,1,0,0,73,326.20
0750,淡江大學,水資源及環境工程學系水資源工程組,2,1,1,0,0,0,0,2,2,0,0,37,313.80
0751,淡江大學,水資源及環境工程學系環境工程組,2,1,1,0,0,0,0,2,2,0,0,39,313.20
0752,淡江大學,資訊創新與科技學系軟體工程組(蘭陽校園),1,2,2,0,0,0,0,0,0,0,0,15,200.50
0753,淡江大學,資訊創新與科技學系應用資訊組(蘭陽校園),1,2,0,2,0,0,0,0,0,0,0,19,261.50
0754,淡江大學,國際觀光管理學系(蘭陽校園),1,2,0,1,1,1,0,0,0,0,0,6,381.10
0755,淡江大學,英美語言文化學系全英語學士班(蘭陽校園),2,2,0,0,1,0,0,0,0,0,0,6,332.20
0756,淡江大學,全球政治經濟學系全英語學士班(蘭陽校園),1,2,0,0,1,0,0,0,0,0,0,7,256.40
0757,逢甲大學,中國文學系,2,1,0,0,2,0,0,0,0,0,0,27,300.90
0760,逢甲大學,外國語文學系,1.5,2,0,0,1.25,0,0,0,0,0,0,51,296.58
0761,逢甲大學,會計學系,2,2,0,2,1,1,0,0,0,0,0,89,457.20
0762,逢甲大學,國際貿易學系,1.5,2,0,1.5,1,1,0,0,0,0,0,90,402.35
0763,逢甲大學,財務金融學系,1,1.5,0,1.5,0,0,0,0,0,0,0,64,240.95
0764,逢甲大學,風險管理與保險學系,2,2,0,2,1,1,0,0,0,0,0,45,429.80
0765,逢甲大學,財務工程與精算學士學位學程,1,2,0,2,0,0,0,0,0,0,0,21,290.30
0766,逢甲大學,財稅學系,1.5,2,0,2,1,1,0,0,0,0,0,35,426.05
0767,逢甲大學,合作經濟學系,1.5,2,0,2,1,1,0,0,0,0,0,34,407.00
0770,逢甲大學,統計學系,1.5,1.75,0,2,0,0,0,0,0,0,0,41,281.85
0771,逢甲大學,經濟學系,1.5,2,0,2,1,1,0,0,0,0,0,38,417.50
0772,逢甲大學,企業管理學系,1.5,2,0,1.5,1,1,0,0,0,0,0,74,392.30
0773,逢甲大學,國際企業管理學士學位學程(英語專班),1.5,2,0,1.5,1,1,0,0,0,0,0,8,466.60
0774,逢甲大學,行銷學系,1.5,1.5,0,1.25,0,0,0,0,0,0,0,36,256.90
0775,逢甲大學,土地管理學系,1.5,1,0,1,1,1.5,0,0,0,0,0,46,343.15
0776,逢甲大學,機械與電腦輔助工程學系,2,1,2,0,0,0,0,2,0,0,0,44,280.60
0777,逢甲大學,纖維與複合材料學系,2,1,2,0,0,0,0,1,2,0,0,26,316.60
1000,逢甲大學,工業工程與系統管理學系A組,2,1,2,0,0,0,0,2,0,0,0,27,275.80
1001,逢甲大學,工業工程與系統管理學系B組,2,2,0,1.5,0,0,0,0,0,0,0,27,292.20
1002,逢甲大學,化學工程學系,2,1,2,0,0,0,0,1,2,0,0,47,337.90
1003,逢甲大學,航太與系統工程學系,2,1,2,0,0,0,0,2,1,0,0,29,334.20
1004,逢甲大學,精密系統設計學士學位學程,2,1,2,0,0,0,0,2,0,0,0,14,269.90
1005,逢甲大學,應用數學系A組,1.75,1.75,2,0,0,0,0,0,0,0,0,13,239.13
1006,逢甲大學,應用數學系B組,1.75,1.75,0,2,0,0,0,0,0,0,0,14,291.80
1007,逢甲大學,環境工程與科學學系,2,1,1.75,0,0,0,0,1,2,0,0,48,315.20
1010,逢甲大學,材料科學與工程學系,2,1,1.5,0,0,0,0,1,1.25,0,0,33,286.00
1011,逢甲大學,光電學系,2,1,1.5,0,0,0,0,1.5,1,0,0,34,282.25
1012,逢甲大學,資訊工程學系,1.75,1,1.5,0,0,0,0,1.5,1,0,0,45,312.18
1013,逢甲大學,電子工程學系,2,1,1.75,0,0,0,0,1.5,0,0,0,26,270.30
1014,逢甲大學,電機工程學系,1.5,1,1.75,0,0,0,0,1.5,1,0,0,37,340.40
1015,逢甲大學,自動控制工程學系,2,1,1.75,0,0,0,0,1.5,0,0,0,19,260.15
1016,逢甲大學,資訊電機學院不分系榮譽班,1.75,1,1.75,0,0,0,0,1.5,1,0,0,29,313.73
1017,逢甲大學,通訊工程學系,2,1,1.75,0,0,0,0,1.75,0,0,0,19,271.00
1020,逢甲大學,土木工程學系,2,0,1.75,0,0,0,0,1.75,0,0,0,26,242.13
1021,逢甲大學,水利工程與資源保育學系,2,0,1.75,0,0,0,0,2,0,0,0,21,238.50
1022,逢甲大學,建築學系,2,2,1.75,0,0,0,0,1,0,0,0,33,375.25
1023,逢甲大學,都市計畫與空間資訊學系都市計畫組,2,1,0,1,1,2,0,0,0,0,0,31,407.60
1024,逢甲大學,都市計畫與空間資訊學系空間資訊組,2,1,0,1,1,2,0,0,0,0,0,24,400.90
1025,逢甲大學,運輸科技與管理學系,2,1.75,0,2,0,0,0,0,0,0,0,45,307.80
1026,國立中央大學,中國文學系,2,1.5,0,0,1,1,0,0,0,0,0,36,415.20
1027,國立中央大學,英美語文學系,1.5,2,0,0,1.25,1,0,0,0,0,0,46,452.85
1030,國立中央大學,法國語文學系,1.5,2,0,0,1.25,1,0,0,0,0,0,36,450.70
1031,國立中央大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,0,79,448.70
1032,國立中央大學,財務金融學系,1,1.5,0,1.5,0,0,0,0,0,0,0,45,336.40
1033,國立中央大學,經濟學系,1.25,2,0,2,0,0,0,0,0,0,0,32,438.63
1034,國立中央大學,數學系,1,1.25,1.5,0,0,0,0,1.25,1,0,0,33,398.45
1035,國立中央大學,物理學系,1,1,1.5,0,0,0,0,1.5,1,0,0,28,413.55
1036,國立中央大學,化學學系,1,1,1.25,0,0,0,0,1.25,1.5,0,0,23,419.90
1037,國立中央大學,生命科學系,1,1,1,0,0,0,0,1,1.25,1.5,0,30,468.90
1040,國立中央大學,光電科學與工程學系,1,1,1,0,0,0,0,1,1,0,0,21,353.50
1041,國立中央大學,大氣科學學系大氣組,1,1,2,0,0,0,0,2,1,0,0,20,470.10
1042,國立中央大學,大氣科學學系太空組,1,1,2,0,0,0,0,2,1,0,0,19,468.40
1043,國立中央大學,地球科學學系,1,1.5,2,0,0,0,0,2,1,0,0,26,495.45
1044,國立中央大學,化學工程與材料工程學系,1,1,1,0,0,0,0,1,1,0,0,28,353.00
1045,國立中央大學,土木工程學系,1,1.5,2,0,0,0,0,2,1,0,0,73,502.45
1046,國立中央大學,機械工程學系光機電工程組,1,1.5,2,0,0,0,0,2,1,0,0,26,531.75
1047,國立中央大學,機械工程學系先進材料與精密製造組,1,1.5,2,0,0,0,0,2,1,0,0,29,521.65
1050,國立中央大學,機械工程學系設計與分析組,1,1.5,2,0,0,0,0,2,1,0,0,29,517.50
1051,國立中央大學,資訊管理學系,1.5,2,2,0,0,0,0,0,0,0,0,51,381.95
1052,國立中央大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,0,24,362.80
1053,國立中央大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,0,52,351.50
1054,國立中央大學,通訊工程學系,1,1,1,0,0,0,0,1,1,0,0,16,348.00
1055,國立中央大學,理學院學士班,1,1,1.5,0,0,0,0,1.25,1.25,0,0,10,419.05
1056,國立中央大學,客家語文暨社會科學學系,1.5,1,0,1,1,0,1.5,0,0,0,0,10,462.10
1057,中國文化大學,哲學系,2,2,0,0,2,1,0,0,0,0,0,33,359.00
1060,中國文化大學,中國文學系中國文學組,2,2,0,0,2,1,0,0,0,0,0,71,359.60
1061,中國文化大學,中國文學系文藝創作組,2,2,0,0,2,1,0,0,0,0,0,36,368.80
1062,中國文化大學,史學系,2,2,0,0,2,1,0,0,0,0,0,45,368.20
1063,中國文化大學,日本語文學系,2,1.5,0,0,2,1,0,0,0,0,0,78,359.60
1064,中國文化大學,韓國語文學系,2,2,0,0,1,1,0,0,0,0,0,34,341.40
1065,中國文化大學,俄國語文學系,2,2,0,0,1,1,0,0,0,0,0,27,309.60
1066,中國文化大學,英國語文學系,1.5,2,0,0,1,1,0,0,0,0,0,94,281.95
1067,中國文化大學,法國語文學系,2,2,0,0,1,1,0,0,0,0,0,43,316.00
1070,中國文化大學,德國語文學系,2,2,0,1,1,1,0,0,0,0,0,38,346.00
1071,中國文化大學,應用數學系,1,1.5,2,0,0,0,0,1.5,1,0,0,64,207.90
1072,中國文化大學,光電物理學系甲組,1,1.5,1.5,0,0,0,0,2,1,0,0,21,232.95
1073,中國文化大學,光電物理學系乙組,1.5,1.5,0,2,0,0,0,0,0,0,0,5,246.40
1074,中國文化大學,化學系,1,1.5,1.5,0,0,0,0,1,2,0,0,22,238.60
1075,中國文化大學,地理學系A組,1,2,1,0,0,0,0,1,1,0,0,15,192.40
1076,中國文化大學,地理學系B組,1,2,0,1,1,2,0,0,0,0,0,15,361.90
1077,中國文化大學,大氣科學系,1,1.5,2,0,0,0,0,1.5,1,0,0,34,228.05
1100,中國文化大學,地質學系,1,1.5,1,0,0,0,0,1.75,2,0,0,27,231.90
1101,中國文化大學,生命科學系,1,1.5,1,0,0,0,0,0,1.5,2,0,35,274.45
1102,中國文化大學,法律學系法學組,1.5,1.5,0,1,1,1,1,0,0,0,0,121,373.90
1103,中國文化大學,法律學系財經法律組,1.5,1.5,0,1,1,1,1,0,0,0,0,63,385.30
1104,中國文化大學,政治學系,1.5,1,0,0,1.5,0,0,0,0,0,0,47,215.35
1105,中國文化大學,經濟學系,1,2,0,2,1,1,0,0,0,0,0,92,325.00
1106,中國文化大學,勞工關係學系勞資關係組,2,2,0,2,1,1,0,0,0,0,0,32,368.80
1107,中國文化大學,勞工關係學系人力資源組,2,2,0,2,1,1,0,0,0,0,0,28,367.80
1110,中國文化大學,社會福利學系,1.5,1.5,0,1.5,1,0,1,0,0,0,0,76,321.00
1111,中國文化大學,行政管理學系,1.5,1.5,0,1,1,0,1.5,0,0,0,0,70,341.65
1112,中國文化大學,園藝暨生物技術學系,1,2,1,0,0,0,0,0,2,2,0,29,298.70
1113,中國文化大學,動物科學系,1,2,0,0,0,0,0,0,2,2,0,24,289.20
1114,中國文化大學,森林暨自然保育學系,2,2,0,1,0,2,0,0,0,0,0,26,334.40
1115,中國文化大學,土地資源學系,2,2,1,0,0,0,0,0,2,0,0,23,252.20
1116,中國文化大學,生活應用科學系,2,2,0,1,2,1,0,0,0,0,0,22,400.00
1117,中國文化大學,保健營養學系,2,1,0,0,0,0,0,0,2,2,0,20,327.30
1120,中國文化大學,化學工程與材料工程學系,2,1,2,0,0,0,0,1,2,0,0,42,280.40
1121,中國文化大學,電機工程學系A組,1,1,1,0,0,0,0,0,0,0,0,30,112.80
1122,中國文化大學,電機工程學系B組,1,2,2,0,0,0,0,2,1,0,0,30,258.80
1123,中國文化大學,機械工程學系,2,1,2,0,0,0,0,2,1,0,0,54,269.70
1124,中國文化大學,紡織工程學系A組,2,2,1,0,0,0,0,1,2,0,0,10,278.20
1125,中國文化大學,紡織工程學系B組,2,2,0,1,2,1,0,0,0,0,0,11,397.00
